T_tot,J,B_A,mdot,error,Ra,Rc,Ra0,La,Rbi,Rbo,Lc_a,V,Pb,propellant,source,thruster,A_mat,C_mat,config,l_st
1.356,1000,0.085,100,0.041,51,12.7,51,152,101.5,140.5,76,85.9,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-F,Cu,ThO2W,cyl,NA
1.522,1000,0.101,100,0.046,51,12.7,51,152,101.5,140.5,76,96.5,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-F,Cu,ThO2W,cyl,NA
1.537,1000,0.102,100,0.046,51,12.7,51,152,101.5,140.5,76,96.8,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-F,Cu,ThO2W,cyl,NA
1.638,1000,0.083,100,0.049,38.1,6.4,38.1,76,76.5,115.5,25,72.9,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
1.655,1000,0.083,100,0.05,38.1,6.4,38.1,76,76.5,115.5,25,69.5,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
1.806,1000,0.1,100,0.054,38.1,6.4,38.1,76,76.5,115.5,25,85.4,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
1.862,1000,0.1,100,0.056,38.1,6.4,38.1,76,76.5,115.5,25,90.3,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
1.879,1000,0.1,100,0.056,38.1,6.4,38.1,76,76.5,115.5,25,84.9,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
1.925,1000,0.107,100,0.058,38.1,6.4,38.1,76,76.5,115.5,25,95,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
2.012,1000,0.116,100,0.06,38.1,6.4,38.1,76,76.5,115.5,25,98.7,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
1.998,1000,0.117,100,0.06,38.1,6.4,38.1,76,76.5,115.5,25,97.8,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
2.137,1000,0.132,100,0.064,38.1,6.4,38.1,76,76.5,115.5,25,103.3,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
2.329,1000,0.149,100,0.07,38.1,6.4,38.1,76,76.5,115.5,25,119,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-G,Cu,ThO2W,cyl,NA
0.834,1000,0.034,100,0.025,51,6.4,25,76,101.5,140.5,76,37.8,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-H,Cu,ThO2W,cone,NA
1.04,1000,0.05,100,0.031,51,6.4,25,76,101.5,140.5,76,48.1,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-H,Cu,ThO2W,cone,NA
1.184,1000,0.068,100,0.036,51,6.4,25,76,101.5,140.5,76,48.6,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-H,Cu,ThO2W,cone,NA
1.328,1000,0.085,100,0.04,51,6.4,25,76,101.5,140.5,76,54.3,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-H,Cu,ThO2W,cone,NA
1.449,1000,0.1,100,0.043,51,6.4,25,76,101.5,140.5,76,59.1,0.5,Ar,"JPP-1995-11-2,AIAA-91-2342",LeRC100kW-H,Cu,ThO2W,cone,NA
0.336,750,0.034,25,0.01,25,6,25,76,76.5,115.5,76,43.3,0.5,Ar,"JPP-1993-9-5,AIAA-91-2342",LeRC100kW-A,Cu,ThO2W,cyl,NA
0.349,750,0.034,25,0.01,25,6,25,76,76.5,115.5,76,43.8,0.5,Ar,"JPP-1993-9-5,AIAA-91-2342",LeRC100kW-A,Cu,ThO2W,cyl,NA
0.48,750,0.05,25,0.014,25,6,25,76,76.5,115.5,76,65.1,0.5,Ar,"JPP-1993-9-5,AIAA-91-2342",LeRC100kW-A,Cu,ThO2W,cyl,NA
0.587,750,0.068,25,0.018,25,6,25,76,76.5,115.5,76,83.4,0.5,Ar,"JPP-1993-9-5,AIAA-91-2342",LeRC100kW-A,Cu,ThO2W,cyl,NA
0.786,1000,0.016,140,0.133,22.6,6.4,13,11,70,105,-21,19.5,0.5,Ar,AIAA-90-2669,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.018,1000,0.02,140,0.186,22.6,6.4,13,11,70,105,-21,23.3,0.5,Ar,AIAA-90-2669,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.117,1000,0.022,140,0.264,22.6,6.4,13,11,70,105,-21,26.2,0.5,Ar,AIAA-90-2669,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.223,1000,0.024,140,0.266,22.6,6.4,13,11,70,105,-21,28.6,0.5,Ar,AIAA-90-2669,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.317,1000,0.026,140,0.397,22.6,6.4,13,11,70,105,-21,30.4,0.5,Ar,AIAA-90-2669,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.295,1000,0.026,140,0.399,22.6,6.4,13,11,70,105,-21,30.1,0.5,Ar,AIAA-90-2669,LeRC100kW-90A,Cu,ThO2W,cylcone,43
1.189,1000,0.024,140,0.16,22.5,6.4,13,54,70,105,22,32.1,0.5,Ar,AIAA-90-2669,LeRC100kW-90B,Cu,ThO2W,cone,NA
1.32,1000,0.026,140,0.267,22.5,6.4,13,54,70,105,22,34.7,0.5,Ar,AIAA-90-2669,LeRC100kW-90B,Cu,ThO2W,cone,NA
1.497,1000,0.03,140,0.319,22.5,6.4,13,54,70,105,22,39.6,0.5,Ar,AIAA-90-2669,LeRC100kW-90B,Cu,ThO2W,cone,NA
1.721,1000,0.034,140,0.399,22.5,6.4,13,54,70,105,22,44.8,0.5,Ar,AIAA-90-2669,LeRC100kW-90B,Cu,ThO2W,cone,NA
0.811,1000,0.016,140,0.107,26,6.4,26,76,70,105,76,29.2,0.5,Ar,AIAA-90-2669,LeRC100kW-90C,Cu,ThO2W,cyl,NA
1.128,1000,0.023,140,0.213,26,6.4,26,76,70,105,76,40.9,0.5,Ar,AIAA-90-2669,LeRC100kW-90C,Cu,ThO2W,cyl,NA
1.341,1000,0.027,140,0.267,26,6.4,26,76,70,105,76,47.8,0.5,Ar,AIAA-90-2669,LeRC100kW-90C,Cu,ThO2W,cyl,NA
1.643,1000,0.033,140,0.332,26,6.4,26,76,70,105,76,58.9,0.5,Ar,AIAA-90-2669,LeRC100kW-90C,Cu,ThO2W,cyl,NA
1.709,1000,0.034,140,0.332,26,6.4,26,76,70,105,76,61.4,0.5,Ar,AIAA-90-2669,LeRC100kW-90C,Cu,ThO2W,cyl,NA
1.976,1000,0.04,140,0.399,26,6.4,26,76,70,105,76,71.8,0.5,Ar,AIAA-90-2669,LeRC100kW-90C,Cu,ThO2W,cyl,NA
1.976,1000,0.04,140,0.4,26,6.4,26,76,70,105,76,72.2,0.5,Ar,AIAA-90-2669,LeRC100kW-90C,Cu,ThO2W,cyl,NA
1.07,545,0.12,60,0.05,66,22,50,44,109,130,0,105.8,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.18,644,0.12,60,0.06,66,22,50,44,109,130,0,103.7,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.27,662,0.12,60,0.06,66,22,50,44,109,130,0,103.9,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.5,754,0.12,60,0.08,66,22,50,44,109,130,0,117.7,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.52,838,0.12,60,0.08,66,22,50,44,109,130,0,116.3,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.58,877,0.12,60,0.08,66,22,50,44,109,130,0,115.7,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.9,1019,0.12,60,0.1,66,22,50,44,109,130,0,127,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.92,1099,0.12,60,0.1,66,22,50,44,109,130,0,126,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.98,1192,0.12,60,0.1,66,22,50,44,109,130,0,122.8,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.36,1358,0.12,60,0.12,66,22,50,44,109,130,0,131.4,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.41,1449,0.12,60,0.12,66,22,50,44,109,130,0,133,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.59,1607,0.12,60,0.13,66,22,50,44,109,130,0,128.5,0.15,Ar,"10.1016/j.actaastro.2014.11.017,10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.24,671,0.12,60,0.06,66,22,50,44,109,130,0,103.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.41,1423,0.05,60,0.07,66,22,50,44,109,130,0,73.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.76,1908,0.05,60,0.09,66,22,50,44,109,130,0,75.5,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.23,2486,0.05,60,0.11,66,22,50,44,109,130,0,74.5,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.57,1517,0.12,60,0.13,66,22,50,44,109,130,0,130.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.02,1143,0.12,60,0.1,66,22,50,44,109,130,0,125,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.65,867,0.12,60,0.08,66,22,50,44,109,130,0,114.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.44,1289,0.12,60,0.12,66,22,50,44,109,130,0,120.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.68,879,0.12,60,0.08,66,22,50,44,109,130,0,115.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.17,649.9,0.12,60,0.06,66,22,50,44,109,130,0,103.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.55,2590,0.05,60,0.13,66,22,50,44,109,130,0,70.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.2,2073,0.05,60,0.11,66,22,50,44,109,130,0,69.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.38,1576,0.05,60,0.07,66,22,50,44,109,130,0,69.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.93,2237,0.08,60,0.15,66,22,50,44,109,130,0,83.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.66,1709,0.08,60,0.13,66,22,50,44,109,130,0,83,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.76,1171,0.08,60,0.09,66,22,50,44,109,130,0,83.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
3.59,1970,0.1,60,0.18,66,22,50,44,109,130,0,93.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.62,1392,0.1,60,0.13,66,22,50,44,109,130,0,95,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.51,865,0.1,60,0.08,66,22,50,44,109,130,0,95.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.43,1426,0.12,60,0.12,66,22,50,44,109,130,0,132.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.9,1048,0.12,60,0.09,66,22,50,44,109,130,0,126.8,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.4,759,0.12,60,0.07,66,22,50,44,109,130,0,117.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.17,580,0.12,60,0.06,66,22,50,44,109,130,0,103.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.37,1446,0.05,60,0.07,66,22,50,44,109,130,0,69.9,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.61,2574,0.08,80,0.13,66,22,50,44,109,130,0,89,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.2,1916,0.08,80,0.11,66,22,50,44,109,130,0,93.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.81,1501,0.08,80,0.09,66,22,50,44,109,130,0,91.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.47,1152,0.08,80,0.07,66,22,50,44,109,130,0,84.5,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.11,860,0.08,80,0.06,66,22,50,44,109,130,0,75.8,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.84,600,0.08,80,0.04,66,22,50,44,109,130,0,65.5,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.68,2693,0.08,80,0.13,66,22,50,44,109,130,0,85.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.34,2127,0.08,80,0.12,66,22,50,44,109,130,0,85.9,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.81,1573,0.08,80,0.09,66,22,50,44,109,130,0,87.9,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.51,1211,0.08,80,0.08,66,22,50,44,109,130,0,82.5,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.19,886,0.08,80,0.06,66,22,50,44,109,130,0,74.8,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.9,618,0.08,80,0.05,66,22,50,44,109,130,0,64.7,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.94,2627,0.08,80,0.15,66,22,50,44,109,130,0,88.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.35,1976,0.08,80,0.12,66,22,50,44,109,130,0,91.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.95,1560,0.08,80,0.1,66,22,50,44,109,130,0,88.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.55,1203,0.08,80,0.08,66,22,50,44,109,130,0,82.7,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.21,894,0.08,80,0.06,66,22,50,44,109,130,0,74.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.89,635,0.08,80,0.04,66,22,50,44,109,130,0,64.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.76,2433,0.08,80,0.14,66,22,50,44,109,130,0,91,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.21,1822,0.08,80,0.11,66,22,50,44,109,130,0,94.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.78,1401,0.08,80,0.09,66,22,50,44,109,130,0,93,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.33,1054,0.08,80,0.07,66,22,50,44,109,130,0,85.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.03,763,0.08,80,0.05,66,22,50,44,109,130,0,77.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.74,514,0.08,80,0.04,66,22,50,44,109,130,0,65.7,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.51,2289,0.08,80,0.13,66,22,50,44,109,130,0,90.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.18,1754,0.08,80,0.11,66,22,50,44,109,130,0,93.8,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.79,1380,0.08,80,0.09,66,22,50,44,109,130,0,90.7,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.32,1032,0.08,80,0.07,66,22,50,44,109,130,0,84.5,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
3,2409,0.08,80,0.15,66,22,50,44,109,130,0,91.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.89,2363,0.08,80,0.14,66,22,50,44,109,130,0,92.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.36,1948,0.08,80,0.12,66,22,50,44,109,130,0,89.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2,1548,0.08,80,0.1,66,22,50,44,109,130,0,85.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.6,1179,0.08,80,0.08,66,22,50,44,109,130,0,80.8,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.18,865,0.08,80,0.06,66,22,50,44,109,130,0,73.9,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.79,533,0.08,80,0.04,66,22,50,44,109,130,0,66.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.55,1813,0,120,0.03,66,22,50,44,109,130,0,18.8,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.93,959,0.05,120,0.05,66,22,50,44,109,130,0,51.5,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.68,605,0.05,120,0.03,66,22,50,44,109,130,0,44.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.26,2575,0.05,120,0.11,66,22,50,44,109,130,0,71.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.93,2076,0.05,120,0.1,66,22,50,44,109,130,0,69.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.55,1672,0.05,120,0.08,66,22,50,44,109,130,0,65.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.21,1304,0.05,120,0.06,66,22,50,44,109,130,0,58.7,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.96,960,0.05,120,0.05,66,22,50,44,109,130,0,51.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.7,616,0.05,120,0.04,66,22,50,44,109,130,0,44.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.4,2612,0.05,120,0.12,66,22,50,44,109,130,0,68,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.06,2096,0.05,120,0.1,66,22,50,44,109,130,0,67.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.67,1677,0.05,120,0.08,66,22,50,44,109,130,0,64.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.32,1282,0.05,120,0.07,66,22,50,44,109,130,0,59.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.04,949,0.05,120,0.05,66,22,50,44,109,130,0,52.4,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.79,608,0.05,120,0.04,66,22,50,44,109,130,0,44.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.42,2642,0.05,120,0.12,66,22,50,44,109,130,0,68.9,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.03,2049,0.05,120,0.1,66,22,50,44,109,130,0,70,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.69,1667,0.05,120,0.08,66,22,50,44,109,130,0,65.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.29,1292,0.05,120,0.06,66,22,50,44,109,130,0,59.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.31,2425,0.05,120,0.12,66,22,50,44,109,130,0,70.9,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.88,1974,0.05,120,0.09,66,22,50,44,109,130,0,69,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.53,1578,0.05,120,0.08,66,22,50,44,109,130,0,65.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.19,1217,0.05,120,0.06,66,22,50,44,109,130,0,59.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.87,870,0.05,120,0.04,66,22,50,44,109,130,0,52.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
0.54,452,0.05,120,0.03,66,22,50,44,109,130,0,47.2,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
2.33,2475,0.05,120,0.12,66,22,50,44,109,130,0,69.6,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.97,1961,0.05,120,0.1,66,22,50,44,109,130,0,70.3,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
1.55,1566,0.05,120,0.08,66,22,50,44,109,130,0,65.1,0.15,Ar,"10.2514/1.B34688,Albertoni_correspondence,IEPC-2011-110",Alta200kW,Cu,"Mo,LaW",cone,NA
